name,address,lat,lng,rating,total_reviews,price_level,phone,website,is_partner,discount_value,open_hours,weekday_text,top_review,place_id
Swarasa Space,"Komplek purwokerto city walk, Pakembaran, Bancarkembar, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53126, Indonesia",-7.403912399999999,109.2438099,4.6,25,0,,https://www.instagram.com/swarasa_smoothiesbar?igsh=MW1uanVicmwwanBibA==&utm_source=qr,False,0,24 Jam,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",nice place,ChIJo5EbSwBfZS4R6OgUwM6w4Mg
Dun's Cafe,"H7M3+QQ8, Jl. DR. Soeparno, Arcawinangun, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53113, Indonesia",-7.41558,109.254462,4.1,25,2,0856-2603-131,http://www.dunscafe.blogspot.com/,False,0,11:00 - 22:00,"Monday: 3:00 – 9:00 PM
Tuesday: 1:00 – 10:00 PM
Wednesday: 11:00 AM – 10:00 PM
Thursday: 11:00 AM – 10:00 PM
Friday: 11:00 AM – 10:00 PM
Saturday: 11:00 AM – 10:00 PM
Sunday: 11:00 AM – 10:00 PM",the best cozy cafe place..,ChIJER3qReteZS4RkS5Vl5FA1j0
hatori,"sokaraja kulon, H72P+3J2, Dusun I, rt5 rw8, Kec. Sokaraja, Kabupaten Banyumas, Jawa Tengah 53181, Indonesia",-7.4498653,109.2865278,4.5,25,0,0858-8760-4533,,False,0,24 Jam,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours","The tomyam is great
Spicy requests are getting better",ChIJu0D91ZJbZS4Rptbu-W2yhX0
Warmindo JAPEMETHE,"h6jx+2mg, Jl. Pelopor depan lapangan pelopor, Mangunjaya, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4199564,109.2492978,4.6,24,0,0812-1514-2802,,False,0,09:00 - 22:00,"Monday: 9:00 AM – 10:00 PM
Tuesday: 9:00 AM – 10:00 PM
Wednesday: 9:00 AM – 10:00 PM
Thursday: 9:00 AM – 10:00 PM
Friday: 9:00 AM – 10:00 PM
Saturday: 9:00 AM – 10:30 PM
Sunday: 6:00 – 10:00 PM","The place is comfortable, the service is friendly, the drinks and food are delicious, suitable for young people to hang out.",ChIJo0_9-8dfZS4RVESwSmh6oig
Warkop HK,"Gg. 5, Pesuruhan, Berkoh, Kec. Purwokerto Sel., Kabupaten Banyumas, Jawa Tengah 53146, Indonesia",-7.4401542,109.2679635,5.0,21,0,0896-7486-8559,,False,0,07:00 - 22:00,"Monday: 7:00 AM – 10:00 PM
Tuesday: 9:00 AM – 5:00 PM
Wednesday: 7:00 AM – 10:00 PM
Thursday: 7:00 AM – 10:00 PM
Friday: 7:00 AM – 10:00 PM
Saturday: 7:00 AM – 10:00 PM
Sunday: Closed",Ok,ChIJGzO_wPddZS4RrlxbJw6UddM
BURJO PRIMADONA GOR,"Jl. Prof. Dr. Suharso No.43, RT.07/RW.02, Mangunjaya, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4174775,109.2495305,3.0,21,0,,,False,0,24 Jam,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours","Here's a recommendation for a delicious burjo (a place to eat) in Purwokerto. Affordable prices, fast Wi-Fi, great for working, and a comfortable and strategic location. Greetings, Primadona friends 🥰❤",ChIJp0uiAQBfZS4RZyOGdayLZEg
Lejar STUDIO,"H6GC+9M6, Bantarsoka, Kec. Purwokerto Bar., Kabupaten Banyumas, Jawa Tengah 53133, Indonesia",-7.424094,109.2216295,4.8,21,0,0822-2114-0531,,False,0,08:00 - 23:00,"Monday: 8:00 AM – 11:00 PM
Tuesday: 8:00 AM – 11:00 PM
Wednesday: 8:00 AM – 11:00 PM
Thursday: 8:00 AM – 11:00 PM
Friday: 8:00 AM – 11:00 PM
Saturday: 8:00 AM – 11:00 PM
Sunday: 8:00 AM – 11:00 PM",Ok,ChIJwVjCr_hfZS4RHgCKDU67qUo
Upaya Coffee,"Dusun III, Sokaraja Kulon, Kec. Sokaraja, Kabupaten Banyumas, Jawa Tengah 53181, Indonesia",-7.4462565,109.2745333,4.9,20,0,,,False,0,08:00 - 23:00,"Monday: 8:00 AM – 11:00 PM
Tuesday: 8:00 AM – 11:00 PM
Wednesday: 9:00 AM – 5:00 PM
Thursday: 8:00 AM – 11:00 PM
Friday: 8:00 AM – 11:00 PM
Saturday: 8:00 AM – 11:00 PM
Sunday: 8:00 AM – 11:00 PM","The coffee is not bad, the noodles are delicious and the fried bananas are delicious
The atmosphere is really calm, but as the night goes on it becomes scary
The service is really okay",ChIJAWeRQDRdZS4RnvEZf2ndXIQ
TEH DESA PASAR PON,"Jl. Jend. Sudirman No.162, Bantarsoka, Kec. Purwokerto Bar., Kabupaten Banyumas, Jawa Tengah 53133, Indonesia",-7.423680000000001,109.220467,3.9,20,0,0895-4015-55293,,False,0,09:00 - 21:15,"Monday: 9:00 AM – 9:15 PM
Tuesday: 9:00 AM – 9:15 PM
Wednesday: 9:00 AM – 9:15 PM
Thursday: 9:00 AM – 9:15 PM
Friday: 9:00 AM – 9:15 PM
Saturday: 9:00 AM – 9:15 PM
Sunday: 9:00 AM – 9:15 PM","I apologize in advance, the avocado smoothie tasted bitter. Please pay attention to how it's made next time. I've ordered it many times, but this time I'm disappointed. Hopefully, there will be improvements in the future. Thank you.",ChIJ-cPfFjFfZS4RV-K9-WelyjU
D_WARUNK,"M69H+5QG, Jalan Raya, Dusun II Karangmangu, Karangmangu, Kec. Baturaden, Kabupaten Banyumas, Jawa Tengah 53151, Indonesia",-7.332069599999999,109.2294383,4.1,19,0,0857-0001-0461,,False,0,09:00 - 23:00,"Monday: 9:00 AM – 11:00 PM
Tuesday: 9:00 AM – 11:00 PM
Wednesday: 9:00 AM – 11:00 PM
Thursday: 9:00 AM – 11:00 PM
Friday: 9:00 AM – 11:00 PM
Saturday: 9:00 AM – 11:00 PM
Sunday: 9:00 AM – 11:00 PM","Curug Bayan is a good place..so what is the name now, why is there the name D Warung?..the arrangement should be neater, service to visitors should be prioritized..do you want to sell food or the main recreation area?",ChIJqdPHwwX1by4Ro4adH8vVdMI
Terasse Kedai Sukses,"Jl. Singa Guna No.16, RT.04/RW.01, Dusun II Karangmangu, Karangmangu, Kec. Baturaden, Kabupaten Banyumas, Jawa Tengah 53151, Indonesia",-7.3331832,109.229165,4.3,19,0,0812-1551-1231,,False,0,,"Monday: 3:00 – 10:00 PM
Tuesday: 3:00 – 10:00 PM
Wednesday: 3:00 – 10:00 PM
Thursday: 3:00 – 10:00 PM
Friday: 3:00 – 10:00 PM
Saturday: 3:00 – 10:00 PM
Sunday: Closed",Sip,ChIJD_OHgwz1by4R2DMtXOh4DE0
Trilogyc (kedai & tamiya house),"Jl. Patriot, Gandasuli, Karangpucung, Kec. Purwokerto Sel., Kabupaten Banyumas, Jawa Tengah 53144, Indonesia",-7.439623000000001,109.2393992,4.5,18,0,0812-3889-0049,,False,0,10:00 - 22:00,"Monday: 10:00 AM – 10:00 PM
Tuesday: Closed
Wednesday: 10:00 AM – 10:00 PM
Thursday: 10:00 AM – 10:00 PM
Friday: 10:00 AM – 10:00 PM
Saturday: 10:00 AM – 10:00 PM
Sunday: 10:00 AM – 10:00 PM","angkringan with nostalgic concept. can play Tamiya mini 4wd. KW brand is ok. original Tamiya anyway.
angkringan price is wrong. playing Tamiya is fun. not annoying. not hot. just a little bit. klontang is normal. hungry enough. hungry enough",ChIJQ_XaEYNdZS4RE8AJadv18YI
Pagi Malam Coffee !,"Jl. Gerilya No.121, Windusara, Tanjung, Kec. Purwokerto Sel., Kabupaten Banyumas, Jawa Tengah 53144, Indonesia",-7.439637899999999,109.2448961,5.0,17,0,0819-4953-2992,,False,0,,"Monday: 7:00 – 11:30 PM
Tuesday: 7:00 – 11:30 PM
Wednesday: 7:00 – 11:30 PM
Thursday: 7:00 – 11:30 PM
Friday: 7:00 – 11:30 PM
Saturday: 7:00 – 11:30 PM
Sunday: 7:00 – 11:30 PM","Delicious chili salt tofu, recommended for those who like spicy salty food",ChIJqVuhewBdZS4RsH5jECVf8Rg
Dapur Mami Keju,"Jl. Jambu Gg. Anggur No.38, Pesayangan, Kedungwuluh, Kec. Purwokerto Bar., Kabupaten Banyumas, Jawa Tengah 53131, Indonesia",-7.4208142,109.2250459,4.6,16,0,,,False,0,,,Friendly place,ChIJiTV70qNfZS4Rc0u9P5WQEQM
Serodja Kopi & Rempah,"Jl. Komisaris Besar Bambang Soeprapto gg II Rt 02/02, (Cluster Lovely Kaptel, Jl. Kav. Telkom No.3, Mangunjaya, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4214897,109.2507977,4.5,16,0,0811-6060-1175,http://kursusbaristapurwokerto.id/,False,0,08:00 - 21:00,"Monday: 8:00 AM – 9:00 PM
Tuesday: 8:00 AM – 9:00 PM
Wednesday: 8:00 AM – 9:00 PM
Thursday: 8:00 AM – 9:00 PM
Friday: 8:00 AM – 9:00 PM
Saturday: 8:00 AM – 9:00 PM
Sunday: 8:00 AM – 9:00 PM","The coffee is sooooo delicious, the artist can even hold on even though the coffee is almost finished haha..
There's a sweet and spoiled milk coffee, but unfortunately I already ordered a hot latte..
Next time I want to try the milk coffee..
The place is comfortable and clean, the service is friendly..
The food is also delicious.. the best..",ChIJNYV9yWJfZS4RmB_vZR_V72c
Ayam Penyet Mba Ria,"H6JX+RQ5, Jl. Gelora Indah 2, Mangunjaya, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4179808,109.2494692,5.0,16,0,0896-6368-3947,,False,0,24 Jam,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours","Highly recommended. Nice and comfortable place, great taste, great and delicious.",ChIJew_wWgBfZS4R5zPGG6F2iZQ
Warung Gapura,"Jl. Raya Baturaden, Dusun I, Karangtengah, Kec. Baturaden, Kabupaten Banyumas, Jawa Tengah 53151, Indonesia",-7.3449408,109.2340962,4.9,15,0,0813-2992-0889,https://instagram.com/angkringangapurabtr?igshid=1k5086hf5vqfe,False,0,09:00 - 23:00,"Monday: 9:00 AM – 11:00 PM
Tuesday: 9:00 AM – 11:00 PM
Wednesday: 9:00 AM – 11:00 PM
Thursday: 9:00 AM – 11:00 PM
Friday: 9:00 AM – 11:00 PM
Saturday: 9:00 AM – 11:00 PM
Sunday: 9:00 AM – 11:00 PM","Nice clean place, good location friendly staff. Not very busy,  was only us there. Small menue selection,  but food and drinks arrived fast.",ChIJkarCXrr1by4RMroArRe7A54
Jager kepong,"Jl. Kober No.12, Kober, Kec. Purwokerto Bar., Kabupaten Banyumas, Jawa Tengah 53132, Indonesia",-7.419138599999999,109.2227671,5.0,15,0,0813-5366-2672,,False,0,,,Recommended for those looking for something quick and a great burger,ChIJA0w2fyZfZS4RXpbhYXRqPp8
Roti ' O 2 (Boarding Stasiun Atas),"Jl. Kober No.1, Kober, Kec. Purwokerto Bar., Kabupaten Banyumas, Jawa Tengah 53132, Indonesia",-7.418694400000001,109.2224492,1.4,14,0,,,False,0,,,judess nyett,ChIJ_328XwBfZS4RnJ3d3oHdUH8
Kopi Lendot (Kios SOVI),"M68H+R7H, Dusun I Karangmangu, Karangmangu, Kec. Baturaden, Kabupaten Banyumas, Jawa Tengah 53151, Indonesia",-7.3329267,109.2282364,4.4,13,0,0838-4457-0134,,False,0,24 Jam,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours","Open at night, great service",ChIJPSdDMA71by4R1NnAr_-YTps
Makna Cafe and Space X ZEUS APPAREL INDONESIA,"Jl. Profesor DR. HR Boenyamin No.Ruko 3, Sumampir Wetan, Pabuaran, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53125, Indonesia",-7.4006707,109.24522,5.0,13,0,0813-2528-5979,,False,0,10:00 - 01:00,"Monday: 10:00 AM – 1:00 AM
Tuesday: 10:00 AM – 1:00 AM
Wednesday: 10:00 AM – 1:00 AM
Thursday: 10:00 AM – 1:00 AM
Friday: 10:00 AM – 1:00 AM
Saturday: 10:00 AM – 1:00 AM
Sunday: 10:00 AM – 1:00 AM","the food is delicious, the place is also good for hanging out or eating, especially the crispy mushrooms are my favorite 😁 I'd love to add more...",ChIJfe5nt5BfZS4R3IRJMIe28yE
kopiQRYN,"H6HW+JMR, Jl. Mangunjaya, Mangunjaya, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4209375,109.2466875,4.8,13,0,0898-3657-948,,False,0,10:16 - 00:00,"Monday: 10:16 AM – 12:00 AM
Tuesday: 10:16 AM – 12:00 AM
Wednesday: 10:16 AM – 12:00 AM
Thursday: 10:16 AM – 12:00 AM
Friday: 10:16 AM – 12:00 AM
Saturday: 10:16 AM – 12:00 AM
Sunday: 10:16 AM – 12:00 AM","The service is fast and friendly. Drink prices are still affordable, around 20,000–30,000 rupiah. It's perfect for hanging out, working on assignments, or just enjoying an afternoon coffee with friends.",ChIJCa87KRVfZS4RugUR-BQxUT0
Tongkrongan Cipling,"Jl. Patriot No.35, RT.3/RW.3, Gandasuli, Karangpucung, Kec. Purwokerto Sel., Kabupaten Banyumas, Jawa Tengah 53142, Indonesia",-7.437076899999999,109.2395869,5.0,12,0,,,False,0,,,Excellent,ChIJ_YpHVc5fZS4R7ndavOpA3rU
Es Puter 21,"Jl. Jend. Sudirman No.125, Bantarsoka, Kec. Purwokerto Bar., Kabupaten Banyumas, Jawa Tengah 53133, Indonesia",-7.423493,109.2202731,5.0,12,0,0858-7646-6695,,False,0,10:30 - 17:00,"Monday: 10:30 AM – 5:00 PM
Tuesday: 10:30 AM – 5:00 PM
Wednesday: 10:30 AM – 5:00 PM
Thursday: 10:30 AM – 5:00 PM
Friday: Closed
Saturday: 10:30 AM – 5:00 PM
Sunday: 10:30 AM – 5:00 PM","It's so fresh to eat ice cream here in the afternoon..
It feels like a poll..
Joss is the main thing.. 🫰",ChIJISlCbFpfZS4R_GIeEZydZw4
Es Teh Indonesia Andhang Purwokerto,"Jl. KH. Wahid Hasyim No.2B/13, RT.003/RW.010 Kel, Windusara, Karangklesem, Kec. Purwokerto Sel., Kabupaten Banyumas, Jawa Tengah 53144, Indonesia",-7.4410186,109.2445064,4.9,11,0,,,False,0,,,"The place is clean,
the based material is TEA,
Payment : cash , cards, e-wallet,
Mostly customers order and take away, but dine in and delivery (grab/gojek) also available,

Enjoy the Tea!",ChIJSQTEBFhdZS4R-Gj4pDOssHA
Ujung Dua,"Perum Dosen No.2, Brubahan, Grendeng, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53122, Indonesia",-7.401754,109.2473355,5.0,11,0,0857-4723-2730,,False,0,,"Monday: Closed
Tuesday: 4:30 – 10:00 PM
Wednesday: 4:30 – 10:00 PM
Thursday: 4:30 – 10:00 PM
Friday: 4:30 – 10:00 PM
Saturday: 4:30 – 10:00 PM
Sunday: 4:30 – 10:00 PM",good food & cozy place!,ChIJW7AkzslfZS4RYD0KQsMKqkE
Kedai Sami Mulyo (SM),"Jl. Sepak Bola I No.2A, RT.07/RW.02, Mangunjaya, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53144, Indonesia",-7.420058999999999,109.2490196,4.8,11,0,0896-2671-6717,,False,0,07:00 - 23:00,"Monday: 7:00 AM – 11:00 PM
Tuesday: 7:00 AM – 11:00 PM
Wednesday: 7:00 AM – 11:00 PM
Thursday: 7:00 AM – 11:00 PM
Friday: 7:00 AM – 11:00 PM
Saturday: 7:00 AM – 11:00 PM
Sunday: 7:00 AM – 11:00 PM","The place is comfortable with free Wi-Fi. The music is loud, but the waiter is a bit rude.",ChIJi1UqZdxfZS4Rr-4LMXxXFfY
Boersa Coffee,"Jl. Profesor DR. HR Boenyamin, Dukuhbandong, Bancarkembar, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53125, Indonesia",-7.4037744,109.2450919,4.4,10,0,0896-0372-4965,,False,0,24 Jam,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours","The food is delicious at affordable prices, the service is also okay, the place is also comfortable, free wifi, lots of food and drink variations, suitable for relaxing",ChIJ12EiOgBfZS4RHfcxhe0sXeQ
Angkringan Kampung,"Jl. Gerilya Timur No.Rt 002/04, Pancurawis, Teluk, Kec. Purwokerto Sel., Kabupaten Banyumas, Jawa Tengah 53145, Indonesia",-7.4385818,109.2501321,4.9,10,0,0821-4543-5355,https://instagram.com/ang_kmpg?igshid=1hbo9shcpcvwm,False,0,,,"The best angkringan... complete menu, available grilled mendoan etc., there is also sambal in a complete package, cheap prices",ChIJ-bYXROZdZS4RmsNq3MDwy8o
D'GOTA Coffee,"Gg. Wijaya Kusuma No.3A, Sumampir Wetan, Sumampir, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53125, Indonesia",-7.399390399999999,109.2408254,5.0,10,0,0822-2099-8212,,False,0,10:00 - 00:00,"Monday: 10:00 AM – 12:00 AM
Tuesday: 10:00 AM – 12:00 AM
Wednesday: 10:00 AM – 12:00 AM
Thursday: 10:00 AM – 12:00 AM
Friday: 10:00 AM – 12:00 AM
Saturday: 10:00 AM – 12:00 AM
Sunday: 10:00 AM – 12:00 AM","I swear, the most comfortable cafe in Purwokerto.
This is my first time visiting a cafe. The place is cool, the vendors are friendly, the prices are affordable. And, what's more, they also serve Padang rice dishes...so you can eat while hanging out...awesome!",ChIJ757XQABfZS4R3N2nf8O5o0s
Ganes Coffee,"Jl. Pasukan Pelajar Imam No.17, Tanahgaring, Pamijen, Kec. Sokaraja, Kabupaten Banyumas, Jawa Tengah 53181, Indonesia",-7.4383741,109.273212,5.0,10,0,,,False,0,15:00 - 00:00,"Monday: 3:00 PM – 12:00 AM
Tuesday: 3:00 PM – 12:00 AM
Wednesday: 3:00 PM – 12:00 AM
Thursday: 3:00 PM – 12:00 AM
Friday: 3:00 PM – 12:00 AM
Saturday: 3:00 PM – 12:00 AM
Sunday: 3:00 PM – 12:00 AM",Offers great quality coffees,ChIJmW6US6xfZS4RZYDVDPaj99Q
Seijin Coffee X Terarabarab Academy,"Gg. 7 Gg. Ramah, RT.09/RW.02, Kalibakal, Berkoh, Kec. Purwokerto Sel., Kabupaten Banyumas, Jawa Tengah 53146, Indonesia",-7.441229099999999,109.2654689,5.0,10,0,0881-3522-155,http://www.terarabarab.id/,False,0,,"Monday: 12:30 – 6:00 PM
Tuesday: 12:00 – 6:00 PM
Wednesday: 12:30 – 6:00 PM
Thursday: 12:00 – 6:00 PM
Friday: 12:30 – 6:00 PM
Saturday: Closed
Sunday: Closed",LEE'S COFFEE IS GREAT,ChIJf-SyisFdZS4Rq9rPGkNEDBA
Coffee DJ,"H6JX+FJ3, Mangunjaya, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.418864799999999,109.2490578,4.9,10,0,0858-7718-1110,,False,0,,,Nice place,ChIJ76ulKldfZS4RM1Qcp0SiWtQ
Nyoklat Super,"H6JX+XXM, Jl. Prof. Dr. Suharso, Mangunjaya, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53121, Indonesia",-7.4175418,109.2499113,4.4,9,0,0858-4255-0440,,False,0,09:00 - 20:00,"Monday: 9:00 AM – 8:00 PM
Tuesday: 9:00 AM – 8:00 PM
Wednesday: 9:00 AM – 8:00 PM
Thursday: 9:00 AM – 8:00 PM
Friday: 9:00 AM – 8:00 PM
Saturday: 9:00 AM – 8:00 PM
Sunday: 12:00 AM – 8:00 PM",There's a ton of grated chocolate! Recommended for young people. It's also affordable.,ChIJCclU2JJeZS4RrNoj-rEOY6c
KEDAI SRI SUPRAPTI,"H6GF+F5, Bantarsoka, Kec. Purwokerto Bar., Kabupaten Banyumas, Jawa Tengah 53133, Indonesia",-7.4237949,109.2229764,3.0,9,0,0812-5252-5841,,False,0,24 Jam,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours","Just ordering Kopsu takes so long, I don't like it",ChIJp9iZ_VBfZS4R0aKpUgFHZxE
Es Kelapa Muda Sokaraja,"G7JX+QRC, Jl. Raya Kalibagor, Dusun I Kalibagor, Sokaraja Kidul, Kec. Sokaraja, Kabupaten Banyumas, Jawa Tengah 53191, Indonesia",-7.4680541,109.2995234,4.1,9,1,0858-6664-8189,http://www.esklamudijo.blogspot.com/,False,0,08:00 - 17:00,"Monday: 8:00 AM – 5:00 PM
Tuesday: 8:00 AM – 5:00 PM
Wednesday: 8:00 AM – 5:00 PM
Thursday: 8:00 AM – 5:00 PM
Friday: 8:00 AM – 5:00 PM
Saturday: 8:00 AM – 5:00 PM
Sunday: 8:00 AM – 5:00 PM","This is a place for lovers of degan, or young coconuts. The street is lined with young coconut vendors. You can choose your own seating, whether you're sitting on the floor or sitting down. Both options are comfortable and shady.",ChIJkfl3zZtbZS4R3mLvKv_lLbg
monggo smoothies,"Jl.Hr bunyamin Gg. Siti Mulyo No.3, RT.2/RW.4, Brubahan, Pabuaran, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53122, Indonesia",-7.4004394,109.245969,5.0,9,0,0823-1400-8767,,False,0,,,the smoothies are really delicious,ChIJu1pFzClfZS4RDPsTxzNd_mM
Moonhaus productive corner,"M68J+9MH Kampus 7 poltekkes kemenkes Semarang, Dusun I Desa, Kemutug Lor, Kec. Baturaden, Kabupaten Banyumas, Jawa Tengah 53151, Indonesia",-7.3340508,109.2317269,5.0,9,0,0856-4306-5802,,False,0,09:00 - 23:00,"Monday: 9:00 AM – 11:00 PM
Tuesday: 9:00 AM – 11:00 PM
Wednesday: 9:00 AM – 11:00 PM
Thursday: 9:00 AM – 11:00 PM
Friday: 9:00 AM – 11:00 PM
Saturday: 9:00 AM – 11:00 PM
Sunday: Closed",So cozy,ChIJ66awTwD1by4RKbh-Qv7PBS0
Ja~di Coffee,"J62W+H3X, Sumampir Wetan, Pabuaran, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53122, Indonesia",-7.398534599999999,109.2452939,5.0,8,0,,,False,0,,,"The coffee is delicious, it's comfortable for hanging out, the service is friendly.",ChIJv6SHZgBfZS4RwZ2iLPez9E4
MARTABAK ARJUNA,"J62W+P62, Jl. HR. Bunyamin, Sumampir Wetan, Pabuaran, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53122, Indonesia",-7.398236799999999,109.2455171,3.1,8,0,0852-2547-3203,,False,0,17:00 - 00:00,"Monday: 5:00 PM – 12:00 AM
Tuesday: 5:00 PM – 12:00 AM
Wednesday: 5:00 PM – 12:00 AM
Thursday: 5:00 PM – 12:00 AM
Friday: 5:00 PM – 12:00 AM
Saturday: 5:00 PM – 12:00 AM
Sunday: 5:00 PM – 12:00 AM","It's not bad, a little less salty.",ChIJzQEblDxfZS4RpSp8q7RjhlA
Warung kelontong mendoan kopi bu nur,"Jalan Raya, Dusun II Karangmangu, Karangmangu, Kec. Baturaden, Kabupaten Banyumas, Jawa Tengah 53151, Indonesia",-7.327974,109.2287381,5.0,8,0,0857-4279-7230,,False,0,,"Monday: 5:00 – 11:00 AM
Tuesday: 5:00 – 11:00 AM
Wednesday: 5:00 – 11:00 AM
Thursday: 5:00 – 11:00 AM
Friday: 5:00 – 10:00 AM
Saturday: 5:00 – 11:00 AM
Sunday: 5:00 – 11:00 AM","The friendly bakule
The portion of pecel and yellow rice is filling
The fried food is delicious and savory
It's perfect for breakfast 💯",ChIJtZ_nY3j1by4RGnKxS6wsZEs
Kopi Waifi,"M67V+PFX, Jl. Prodjo Tarmedja, Sawah, Kotayasa, Kec. Sumbang, Kabupaten Banyumas, Jawa Tengah 53183, Indonesia",-7.335639700000001,109.2437382,4.8,8,0,0858-6932-1199,,False,0,09:00 - 21:00,"Monday: 9:00 AM – 9:00 PM
Tuesday: 9:00 AM – 9:00 PM
Wednesday: 9:00 AM – 9:00 PM
Thursday: 9:00 AM – 9:00 PM
Friday: 9:00 AM – 9:00 PM
Saturday: 9:00 AM – 9:00 PM
Sunday: 9:00 AM – 9:00 PM",A place that's sooooo ... Ss ...,ChIJuUR4XDT1by4Rau5dNBHCqqY
HEY CAFE Purwokerto,"Jl. Stadion Mini 1, Karangbawang, Purwokerto Kulon, Kec. Purwokerto Sel., Kabupaten Banyumas, Jawa Tengah 53141, Indonesia",-7.4365427,109.2428658,5.0,8,0,0813-3053-4534,,False,0,11:00 - 20:30,"Monday: 11:00 AM – 8:30 PM
Tuesday: 11:00 AM – 8:30 PM
Wednesday: 11:00 AM – 8:30 PM
Thursday: 11:00 AM – 8:30 PM
Friday: 11:00 AM – 8:30 PM
Saturday: 11:00 AM – 8:30 PM
Sunday: 8:00 AM – 8:30 PM",Best place to hang out!,ChIJSRUaO-FfZS4RPz8bWZ59JCg
WARKOP NIKIKULA,"Gg. Volly, Mangunjaya, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4197002,109.2491958,5.0,8,0,,,False,0,11:00 - 01:00,"Monday: 11:00 AM – 1:00 AM
Tuesday: 11:00 AM – 1:00 AM
Wednesday: 11:00 AM – 1:00 AM
Thursday: 11:00 AM – 1:00 AM
Friday: 10:00 AM – 11:00 PM
Saturday: 11:00 AM – 1:00 AM
Sunday: 11:00 AM – 1:00 AM","Very cozy and homey for hanging out... the rice and egg with squid chili sauce... wow, it's so delicious",ChIJ3QaEZQBfZS4RaYvfiXHh1Uk
Point Coffee,"JL PROF. DR. BOENYAMIN No.702, Dukuhbandong, Grendeng, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53121, Indonesia",-7.404150199999999,109.2450687,3.7,7,0,1 500 280,https://pointcoffee.id/,False,0,,,"I love the frappe variants, especially the chocolate ones. ❤️ It's also open 24 hours now, so you can hang out here at night.

But the customers have a habit of leaving food and drink trash on the outdoor seating, so when people sit down, it's dirty.",ChIJKzeVPZtfZS4R9uRl1pTFF_E
"Holla,Brew! Cafe","tengah 53125, Jl. Riyanto, Sumampir Wetan, Sumampir, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53125, Indonesia",-7.399669599999999,109.2407762,4.4,7,0,,,False,0,24 Jam,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours","The most delicious dim sum I've ever eaten, it's really 95% meat, the skin is super thin and soft, the mentai sauce is delicious, the drink is sweet and refreshing, just right. I'll be a regular, since it's close to my boarding house😄😁",ChIJrXFoIQBfZS4RiQHsSJVwYWI
